Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Temperature,Turbidity,Nitrate,pH,Rainfall,Total Coliform
01-01-2020,4.78068779,378.5934475,12.66204738,11178.82997,3314.554788,25.00402554,11.84893765,0.605479738,8.085299853,0,5739.420906
02-01-2020,4.693945027,375.0405078,12.48440038,10765.92346,2931.299566,24.46234673,11.73207199,0.587715038,8.077265265,0,5803.390231
03-01-2020,4.782718534,378.5085313,12.65780157,11230.52017,2949.942105,25.05753949,11.69480098,0.605055157,8.083446318,3.2,5655.588994
04-01-2020,4.88256523,382.4198196,12.85336598,11750.39854,3109.892766,25.72437952,11.07098573,0.624611598,8.090528081,3.2,4864.405733
05-01-2020,4.657331304,373.3282446,12.39878723,10644.78341,2982.290943,24.28534631,11.81826866,0.579153723,8.071291917,0.1,5681.491243
06-01-2020,4.649150132,372.9191658,12.37833328,10624.33554,3149.882306,24.25222908,11.641783,0.577108328,8.069635563,0.1,6426.429087
07-01-2020,4.86495665,381.4700047,12.80587523,11723.72358,2975.199502,25.66994461,11.68900007,0.619862523,8.086120846,0,5458.025202
08-01-2020,4.756603311,377.0548837,12.58511918,11202.20375,2742.884371,24.9877337,11.38215984,0.597786918,8.076363643,0,5306.482039
09-01-2020,4.595792124,370.541907,12.25947035,10418.28009,2973.381633,23.96560353,11.43776481,0.565222035,8.062364408,0,5699.461034
10-01-2020,4.712773683,375.1411225,12.48943113,11023.19962,2591.584023,24.74282341,11.40618783,0.588218113,8.070864369,0,5661.862723
11-01-2020,4.580581331,369.7738874,12.22106937,10382.12312,2890.956019,23.90583838,11.7351953,0.561381937,8.05919445,0,5973.121036
12-01-2020,4.572394641,369.3674083,12.20074541,10360.94254,2846.057523,23.87200027,11.36460965,0.559349541,8.057571906,0,5050.357845
13-01-2020,4.651948743,372.4711138,12.35593069,10778.32771,2793.05314,24.40638926,11.94806211,0.574868069,8.063060595,0.9,5772.663389
14-01-2020,4.377988046,361.4348034,11.80411517,9427.99484,2802.97393,22.65066389,11.51572976,0.519686517,8.039931602,0.9,5705.835417
15-01-2020,4.39352248,361.9788975,11.83131988,9524.987819,2360.245576,22.77006505,11.07006211,0.522406987,8.040250788,0,5419.928143
16-01-2020,4.52944121,367.3389856,12.09932428,10223.74675,2679.944598,23.66913241,11.32944819,0.549207428,8.050325246,0,5583.703127
17-01-2020,4.466197451,364.7332189,11.96903595,9926.532016,2828.910307,23.27792172,11.17648029,0.536178594,8.044281019,0,5825.380422
18-01-2020,4.622556749,370.912242,12.2779871,10727.16574,2836.043533,24.30907885,10.77188504,0.56707371,8.056026523,0,5753.031354
19-01-2020,4.46414031,364.5009253,11.95742126,9953.74834,2533.390843,23.30103533,11.68563583,0.535017126,8.042292489,0,4992.35125
20-01-2020,4.394467036,361.6400469,11.81437735,9623.868825,3090.613016,22.86767341,11.44113416,0.520712735,8.035752782,0,5705.843379
21-01-2020,4.742572801,375.4910639,12.50692819,11382.70106,2554.886286,25.14039423,11.37628089,0.589967819,8.063050249,0,5364.280082
22-01-2020,4.526435983,366.7731328,12.07103164,10320.13153,2999.230124,23.75791886,11.26279019,0.546378164,8.044669232,0,5401.661146
23-01-2020,4.555490957,367.8636504,12.12555752,10483.32673,2856.331036,23.96354169,10.85817673,0.551830752,8.046151238,0,5388.340528
24-01-2020,4.364106503,360.1373892,11.73924446,9544.125255,2582.335485,22.74102293,11.05793064,0.513199446,8.029793592,0,5292.265419
25-01-2020,4.465825233,364.1360743,11.93917872,10070.23492,3171.697416,23.41694928,11.36340891,0.533192872,8.037178946,0,5776.321064
26-01-2020,4.539833025,367.0271618,12.08373309,10457.57991,2429.71431,23.91316757,10.87420517,0.54764831,8.042330701,0,5290.796406
27-01-2020,4.377150006,360.4514773,11.75494887,9661.255748,2943.028222,22.87595701,10.48714583,0.514769887,8.028327658,0,4894.203871
